timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
966190059900,0.0028082705102860928,-0.004946338012814522,0.0011547482572495937,0.16051022708415985,0.001105358824133873,0.9860981106758118
966195521300,0.0006777415983378887,-0.0017505446448922157,0.0011547482572495937,0.15840451419353485,0.010626843199133873,0.9849079251289368
966200425400,0.0006777415983378887,-0.0006852801889181137,0.0043505416251719,0.16252438724040985,-8.482672274112701e-05,0.9887531399726868
966205411630,0.0017430060543119907,-0.0017505446448922157,8.948380127549171e-05,0.16115109622478485,-0.002190539613366127,0.9815204739570618
966210446270,-0.0014527873136103153,0.0025105131790041924,8.948380127549171e-05,0.15748898684978485,0.011542370542883873,0.9799640774726868
966215414230,0.0017430060543119907,-0.0017505446448922157,-0.0020410451106727123,0.15877072513103485,0.002478649839758873,0.9861896634101868
966220439440,0.0038735349662601948,0.0003799842670559883,-0.0020410451106727123,0.16142575442790985,-0.001732775941491127,0.9889362454414368
966225433110,0.0028082705102860928,-0.0017505446448922157,0.0043505416251719,0.16554562747478485,0.002478649839758873,0.9776752591133118
966230439090,0.0038735349662601948,-0.0006852801889181137,8.948380127549171e-05,0.15547482669353485,0.006964733824133873,0.9854572415351868
966235408970,0.0006777415983378887,0.0025105131790041924,-0.004171574022620916,0.16087643802165985,0.004035046324133873,0.9943378567695618
966240441480,0.0017430060543119907,-0.007076866924762726,0.0022200127132236958,0.16728512942790985,-0.001000354066491127,0.9802387356758118
966245414330,-0.0014527873136103153,0.0014452487230300903,0.0043505416251719,0.15291135013103485,0.003851940855383873,0.9763935208320618
966250489250,-0.0003875228576362133,-0.0006852801889181137,8.948380127549171e-05,0.15785519778728485,0.008612683042883873,0.9906757473945618
966255386500,0.0006777415983378887,-0.0017505446448922157,0.0011547482572495937,0.16783444583415985,0.002295544371008873,0.9870136380195618
966260481410,0.0028082705102860928,-0.006011602468788624,0.0032852771691977978,0.15474240481853485,0.003943493589758873,0.9806964993476868
966265381480,0.0006777415983378887,-0.0028158091008663177,-0.0031063095666468143,0.15419308841228485,0.003760388121008873,0.9827106595039368
966270485120,0.0028082705102860928,-0.0006852801889181137,-0.0031063095666468143,0.16298215091228485,-0.002739856019616127,0.9900348782539368
966275378740,0.0038735349662601948,0.0025105131790041924,0.0043505416251719,0.15886227786540985,0.004492809996008873,0.9867389798164368
966280494240,0.0017430060543119907,-0.0006852801889181137,8.948380127549171e-05,0.15739743411540985,0.005957653746008873,0.9858234524726868
966284499530,-0.0014527873136103153,-0.0017505446448922157,-0.0031063095666468143,0.16563718020915985,0.001654675230383873,0.9846332669258118
966289374240,-0.0014527873136103153,-0.0017505446448922157,-0.0031063095666468143,0.16417233645915985,0.000922253355383873,0.9839923977851868
966290491470,-0.005713845137506723,0.0003799842670559883,-0.0009757806546986103,0.16417233645915985,0.000922253355383873,0.9839923977851868
966295412980,0.0038735349662601948,0.0014452487230300903,-0.0020410451106727123,0.16014401614665985,0.004492809996008873,0.9867389798164368
966300469300,0.0017430060543119907,-0.0028158091008663177,0.0032852771691977978,0.15986935794353485,-0.001000354066491127,0.9856403470039368
966305416540,-0.006779109593480825,0.0003799842670559883,-0.004171574022620916,0.16023556888103485,-0.00017637945711612701,0.9839008450508118
966310461480,-0.0014527873136103153,-0.0006852801889181137,-0.0020410451106727123,0.15849606692790985,0.010077526792883873,0.9812458157539368
966315416130,-0.0003875228576362133,-0.0006852801889181137,8.948380127549171e-05,0.15776364505290985,0.004767468199133873,0.9834430813789368
966320433610,0.0017430060543119907,-0.0017505446448922157,-0.004171574022620916,0.15986935794353485,-0.000634143128991127,0.9877460598945618
966324478660,-0.0014527873136103153,0.0003799842670559883,0.0022200127132236958,0.16316525638103485,0.002478649839758873,0.9793232083320618
966329410070,-0.0014527873136103153,0.0003799842670559883,0.0022200127132236958,0.16206662356853485,0.005866101011633873,0.9799640774726868
966330490440,0.0017430060543119907,0.0003799842670559883,-0.0009757806546986103,0.16206662356853485,0.005866101011633873,0.9799640774726868
966334474740,-0.0025180517695844173,0.0025105131790041924,-0.007367367390543222,0.15849606692790985,0.002203991636633873,0.9920490384101868
966339375520,-0.0025180517695844173,0.0025105131790041924,-0.007367367390543222,0.16463010013103485,-0.003655383363366127,0.9886615872383118
966340495480,-0.0035833162255585194,-0.0028158091008663177,-0.005236838478595018,0.16463010013103485,-0.003655383363366127,0.9886615872383118
966344476790,0.0017430060543119907,0.0014452487230300903,0.0043505416251719,0.15959469974040985,-0.001091906800866127,0.9728229641914368
966349374590,0.0017430060543119907,0.0014452487230300903,0.0043505416251719,0.15538327395915985,0.005774548277258873,0.9894855618476868
966350494620,0.0006777415983378887,0.0014452487230300903,-0.004171574022620916,0.15538327395915985,0.005774548277258873,0.9894855618476868
966354497290,-0.0003875228576362133,0.0014452487230300903,-0.004171574022620916,0.16737668216228485,0.000830700621008873,0.9905841946601868
966359377200,-0.0003875228576362133,0.0014452487230300903,-0.004171574022620916,0.15867917239665985,0.004309704527258873,0.9746540188789368
966360504370,0.0017430060543119907,0.0014452487230300903,0.0011547482572495937,0.15867917239665985,0.004309704527258873,0.9746540188789368
966364482400,0.0038735349662601948,0.0003799842670559883,0.0043505416251719,0.15721432864665985,0.007239392027258873,0.9797809720039368
966369376800,0.0038735349662601948,0.0003799842670559883,0.0043505416251719,0.16463010013103485,0.002387097105383873,0.9900348782539368
966370489590,0.006004063878208399,0.0003799842670559883,-0.0009757806546986103,0.16463010013103485,0.002387097105383873,0.9900348782539368
966374475510,0.0038735349662601948,-0.0028158091008663177,8.948380127549171e-05,0.16197507083415985,0.000556042417883873,0.9826191067695618
966379349620,0.0038735349662601948,-0.0028158091008663177,8.948380127549171e-05,0.15721432864665985,0.012457897886633873,0.9801471829414368
966380519910,0.0017430060543119907,-0.0017505446448922157,-0.005236838478595018,0.15721432864665985,0.012457897886633873,0.9801471829414368
966384529970,-0.0014527873136103153,-0.0006852801889181137,-0.004171574022620916,0.16545407474040985,0.003302624449133873,0.9871967434883118
966389344330,-0.0014527873136103153,-0.0006852801889181137,-0.004171574022620916,0.16508786380290985,-0.001915881410241127,0.9890277981758118
966390518240,0.0006777415983378887,-0.0028158091008663177,0.0022200127132236958,0.16508786380290985,-0.001915881410241127,0.9890277981758118
966394446010,0.0006777415983378887,0.0014452487230300903,0.0022200127132236958,0.15675656497478485,0.010443737730383873,0.9807880520820618
966399434200,0.0038735349662601948,0.0035757776349782944,-0.0031063095666468143,0.16115109622478485,0.009436657652258873,0.9868305325508118
966404437310,0.0017430060543119907,-0.0038810735568404198,-0.0020410451106727123,0.16151730716228485,-0.00017637945711612701,0.9836261868476868
966409373040,0.0017430060543119907,-0.0038810735568404198,-0.0020410451106727123,0.15721432864665985,6.726011633872986e-06,0.9812458157539368
966410491390,0.0038735349662601948,0.0014452487230300903,-0.0020410451106727123,0.15721432864665985,6.726011633872986e-06,0.9812458157539368
966414474020,0.0038735349662601948,-0.0006852801889181137,0.0032852771691977978,0.16151730716228485,0.003943493589758873,0.9860065579414368
966419376720,-0.0003875228576362133,-0.0028158091008663177,-0.005236838478595018,0.16014401614665985,0.003485729917883873,0.9875629544258118
966424497690,-0.0014527873136103153,-0.0006852801889181137,-0.0009757806546986103,0.15950314700603485,0.000372936949133873,0.9835346341133118
966429383360,0.004938799422234297,-0.0017505446448922157,-0.0020410451106727123,0.15950314700603485,0.006781628355383873,0.9822528958320618
